Time	XCoord	YCoord	VideoName
183177	1334	854.400024414063	4T-D3-NP-F-BL.mpeg
183179	1336	854.599975585938	4T-D3-NP-F-BL.mpeg
183199	1334.19995117188	863.299987792969	4T-D3-NP-F-BL.mpeg
183218	1331.80004882813	863.299987792969	4T-D3-NP-F-BL.mpeg
183238	1333	858.099975585938	4T-D3-NP-F-BL.mpeg
183258	1331.89990234375	858.200012207031	4T-D3-NP-F-BL.mpeg
183278	1331.89990234375	858.299987792969	4T-D3-NP-F-BL.mpeg
183299	1332.89990234375	855.900024414063	4T-D3-NP-F-BL.mpeg
183319	1332.89990234375	855.900024414063	4T-D3-NP-F-BL.mpeg
183338	1330.39990234375	861.200012207031	4T-D3-NP-F-BL.mpeg
183359	1329.39990234375	862.099975585938	4T-D3-NP-F-BL.mpeg
183378	1329.5	862.200012207031	4T-D3-NP-F-BL.mpeg
183399	1333.5	862.5	4T-D3-NP-F-BL.mpeg
183419	1332	862.599975585938	4T-D3-NP-F-BL.mpeg
183439	1332.60009765625	860.200012207031	4T-D3-NP-F-BL.mpeg
183458	1332.10009765625	859	4T-D3-NP-F-BL.mpeg
183478	1332.60009765625	857.200012207031	4T-D3-NP-F-BL.mpeg
183498	1334	857.400024414063	4T-D3-NP-F-BL.mpeg
183519	1334	858.299987792969	4T-D3-NP-F-BL.mpeg
183539	1334.60009765625	859.299987792969	4T-D3-NP-F-BL.mpeg
183558	1335.39990234375	859.5	4T-D3-NP-F-BL.mpeg
183579	1335.60009765625	859.700012207031	4T-D3-NP-F-BL.mpeg
183598	1333.39990234375	866	4T-D3-NP-F-BL.mpeg
183619	1332.60009765625	866.200012207031	4T-D3-NP-F-BL.mpeg
183638	1334.60009765625	857.200012207031	4T-D3-NP-F-BL.mpeg
183658	1336.69995117188	857.5	4T-D3-NP-F-BL.mpeg
183679	1337	856.700012207031	4T-D3-NP-F-BL.mpeg
183698	1336.89990234375	856.799987792969	4T-D3-NP-F-BL.mpeg
183719	1330.89990234375	863.799987792969	4T-D3-NP-F-BL.mpeg
183814	1327.69995117188	869.299987792969	4T-D3-NP-F-BL.mpeg
183819	1327.69995117188	864.299987792969	4T-D3-NP-F-BL.mpeg
183839	1327.80004882813	864.099975585938	4T-D3-NP-F-BL.mpeg
183859	1327.5	864.200012207031	4T-D3-NP-F-BL.mpeg
183879	1327.60009765625	864.400024414063	4T-D3-NP-F-BL.mpeg
183899	1331.10009765625	864.599975585938	4T-D3-NP-F-BL.mpeg
183920	1331.69995117188	863.299987792969	4T-D3-NP-F-BL.mpeg
183939	1333.80004882813	860.799987792969	4T-D3-NP-F-BL.mpeg
