Time	XCoord	YCoord	VideoName
136841	998.300048828125	342.700012207031	4T-D5-ND-F-BL.mpeg
136844	994.599975585938	343.200012207031	4T-D5-ND-F-BL.mpeg
136864	987.099975585938	344.600006103516	4T-D5-ND-F-BL.mpeg
136884	907.900024414063	348.399993896484	4T-D5-ND-F-BL.mpeg
136904	831	351.5	4T-D5-ND-F-BL.mpeg
136925	821.699951171875	353.399993896484	4T-D5-ND-F-BL.mpeg
136944	922.5	349.100006103516	4T-D5-ND-F-BL.mpeg
136964	971.900024414063	347.100006103516	4T-D5-ND-F-BL.mpeg
136984	1018.69995117188	345.799987792969	4T-D5-ND-F-BL.mpeg
137004	1050.59997558594	344.5	4T-D5-ND-F-BL.mpeg
137024	1059.19995117188	342.5	4T-D5-ND-F-BL.mpeg
137044	924.5	347.799987792969	4T-D5-ND-F-BL.mpeg
137064	898.300048828125	353.600006103516	4T-D5-ND-F-BL.mpeg
137085	1186	342.200012207031	4T-D5-ND-F-BL.mpeg
137104	1225	332	4T-D5-ND-F-BL.mpeg
137124	1217.5	332.399993896484	4T-D5-ND-F-BL.mpeg
137144	1211.80004882813	339.5	4T-D5-ND-F-BL.mpeg
137164	1203.89990234375	339.899993896484	4T-D5-ND-F-BL.mpeg
137184	1202.39990234375	340.100006103516	4T-D5-ND-F-BL.mpeg
137204	1176.60009765625	345.700012207031	4T-D5-ND-F-BL.mpeg
137224	1079.90002441406	349.600006103516	4T-D5-ND-F-BL.mpeg
137244	1096	345.799987792969	4T-D5-ND-F-BL.mpeg
137265	1091.39990234375	346.100006103516	4T-D5-ND-F-BL.mpeg
137284	1067.80004882813	351.100006103516	4T-D5-ND-F-BL.mpeg
137304	1194.69995117188	346.100006103516	4T-D5-ND-F-BL.mpeg
137402	1294.80004882813	334.899993896484	4T-D5-ND-F-BL.mpeg
137405	1632.19995117188	315.399993896484	4T-D5-ND-F-BL.mpeg
137424	2310	274.700012207031	4T-D5-ND-F-BL.mpeg
137444	-33728	33308	4T-D5-ND-F-BL.mpeg
137465	-33728	33308	4T-D5-ND-F-BL.mpeg
137484	-33728	33308	4T-D5-ND-F-BL.mpeg
137504	-33728	33308	4T-D5-ND-F-BL.mpeg
137525	-33728	33308	4T-D5-ND-F-BL.mpeg
137544	-33728	33308	4T-D5-ND-F-BL.mpeg
137564	-33728	33308	4T-D5-ND-F-BL.mpeg
137584	-33728	33308	4T-D5-ND-F-BL.mpeg
137604	-33728	33308	4T-D5-ND-F-BL.mpeg
137624	-33728	33308	4T-D5-ND-F-BL.mpeg
137644	-33728	33308	4T-D5-ND-F-BL.mpeg
137664	-33728	33308	4T-D5-ND-F-BL.mpeg
137684	-33728	33308	4T-D5-ND-F-BL.mpeg
137704	-33728	33308	4T-D5-ND-F-BL.mpeg
137724	-33728	33308	4T-D5-ND-F-BL.mpeg
137744	-33728	33308	4T-D5-ND-F-BL.mpeg
137764	-33728	33308	4T-D5-ND-F-BL.mpeg
137785	-33728	33308	4T-D5-ND-F-BL.mpeg
137804	-33728	33308	4T-D5-ND-F-BL.mpeg
137824	-33728	33308	4T-D5-ND-F-BL.mpeg
137844	-33728	33308	4T-D5-ND-F-BL.mpeg
137864	-33728	33308	4T-D5-ND-F-BL.mpeg
137884	-33728	33308	4T-D5-ND-F-BL.mpeg
137905	-33728	33308	4T-D5-ND-F-BL.mpeg
137925	-33728	33308	4T-D5-ND-F-BL.mpeg
137944	-33728	33308	4T-D5-ND-F-BL.mpeg
137964	2310	-55	4T-D5-ND-F-BL.mpeg
137984	2310	-52.7999877929688	4T-D5-ND-F-BL.mpeg
138004	2310	-47.0999755859375	4T-D5-ND-F-BL.mpeg
138025	2310	-45.4000244140625	4T-D5-ND-F-BL.mpeg
138044	2310	-45.2000122070313	4T-D5-ND-F-BL.mpeg
138064	2310	-48.4000244140625	4T-D5-ND-F-BL.mpeg
138085	2310	-50.4000244140625	4T-D5-ND-F-BL.mpeg
138104	2310	-48.9000244140625	4T-D5-ND-F-BL.mpeg
138124	2310	-51.2999877929688	4T-D5-ND-F-BL.mpeg
138144	2310	-51.2999877929688	4T-D5-ND-F-BL.mpeg
138164	2310	-51.5	4T-D5-ND-F-BL.mpeg
138184	2310	-50.7999877929688	4T-D5-ND-F-BL.mpeg
138204	2310	-48	4T-D5-ND-F-BL.mpeg
138224	2310	-53.4000244140625	4T-D5-ND-F-BL.mpeg
138244	2310	-53.4000244140625	4T-D5-ND-F-BL.mpeg
138264	2310	-43.2999877929688	4T-D5-ND-F-BL.mpeg
138284	2310	-41.5	4T-D5-ND-F-BL.mpeg
138304	2310	-43.2000122070313	4T-D5-ND-F-BL.mpeg
138325	2310	-48	4T-D5-ND-F-BL.mpeg
138344	2310	-47.7000122070313	4T-D5-ND-F-BL.mpeg
138365	2310	-47.5999755859375	4T-D5-ND-F-BL.mpeg
138385	2310	-47.5999755859375	4T-D5-ND-F-BL.mpeg
138475	2310	-47.0999755859375	4T-D5-ND-F-BL.mpeg
138485	2310	-47.2000122070313	4T-D5-ND-F-BL.mpeg
138505	2310	-47	4T-D5-ND-F-BL.mpeg
138525	2310	-46.7999877929688	4T-D5-ND-F-BL.mpeg
138546	2299.60009765625	-51.4000244140625	4T-D5-ND-F-BL.mpeg
138565	2218.39990234375	-49.5	4T-D5-ND-F-BL.mpeg
138585	2218.5	-49.0999755859375	4T-D5-ND-F-BL.mpeg
138605	2310	-54.0999755859375	4T-D5-ND-F-BL.mpeg
138625	2310	-52.4000244140625	4T-D5-ND-F-BL.mpeg
138646	2310	-48.2000122070313	4T-D5-ND-F-BL.mpeg
138665	2310	-49.2000122070313	4T-D5-ND-F-BL.mpeg
